scorer_short_name,nationality_name,total_game_changing_goals,avg_elo_improvement,fc26_overall_rating
Erik Sorga,,2,No Elo Data,
Eriq Zavaleta,,1,No Elo Data,
Erixon Danso,,1,No Elo Data,
Erjon Bogdani,,6,No Elo Data,
Erkan Zengin,,2,No Elo Data,
Erland Johnsen,,1,No Elo Data,
Erling Haaland,,15,No Elo Data,
Ermedin Demirović,Bosnia and Herzegovina,3,8.0,80.0
Ermen Benítez,,1,No Elo Data,
Ermes Muccinelli,,1,No Elo Data,
Ermin Bičakčić,,2,No Elo Data,
Ermin Šiljak,,4,No Elo Data,
Ermir Lenjani,,1,No Elo Data,
Ernest Ebongué,,2,No Elo Data,
Ernest Nuamah,Ghana,1,-119.0,75.0
Ernest Pohl,,1,No Elo Data,
Ernest Spiteri-Gonzi,,2,No Elo Data,
Ernesto Cisneros,,5,No Elo Data,
Ernesto Cristaldo,,1,No Elo Data,
Ernesto Duarte Machado da Silva,,1,No Elo Data,
Ernesto Díaz,,4,No Elo Data,
Ernie Brandts,,3,No Elo Data,
Ernie Campbell,,1,No Elo Data,
Ernie Tapai,,1,No Elo Data,
Ernst Lehner,,3,No Elo Data,
Ernst Ocwirk,,2,No Elo Data,
Ernst Stojaspal,,1,No Elo Data,
Ernst Wilimowski,,2,No Elo Data,
Ernő Solymosi,,1,No Elo Data,
Errol Emanuelson,,1,No Elo Data,
Errol McFarlane,,3,No Elo Data,
Erroll Bennett,,3,No Elo Data,
Erroll Maximino St. Jago,,1,No Elo Data,
Ertuğrul Sağlam,,2,No Elo Data,
Ervin Skela,,3,No Elo Data,
Erwin Hochsträsser,,1,No Elo Data,
Erwin Hoffer,,2,No Elo Data,
Erwin Koeman,,1,No Elo Data,
Erwin Sánchez,,5,No Elo Data,
Erwin Vandenbergh,,9,No Elo Data,
Esala Masi,,2,No Elo Data,
Esam Dariban,,1,No Elo Data,
Esmir Bajraktarević,Bosnia and Herzegovina,1,87.0,67.0
Essam Abu Touk,,1,No Elo Data,
Essam Baheeg,,1,No Elo Data,
Essau Kanyenda,,1,No Elo Data,
Estanislao Struway,,1,No Elo Data,
Estanislau Basora,,3,No Elo Data,
Esteban Cambiasso,,1,No Elo Data,
Esteban Obiang,,2,No Elo Data,
Esteban Paredes,,2,No Elo Data,
Estêvão Willian,,1,No Elo Data,
Ethan Bristow,,1,No Elo Data,
Ethan Britto,,1,No Elo Data,
Ethan Santos,,1,No Elo Data,
Etienne Alain Djissikadie,,1,No Elo Data,
Etienne Barbara,,1,No Elo Data,
Etienne Mermer,,2,No Elo Data,
Etienne Rado Rasoanaivo,,1,No Elo Data,
Eugen Einman,,1,No Elo Data,
Eugen Sidorenco,,1,No Elo Data,
Eugene Kirwan,,1,No Elo Data,
Eugene Martha,,1,No Elo Data,
Eugene Ssepuuya,,1,No Elo Data,
Eugene Testing,,1,No Elo Data,
Eugenio Fernando Bila,,1,No Elo Data,
Eugenio La Rosa,,1,No Elo Data,
Eugenio Leal,,1,No Elo Data,
Eugenio Morel,,3,No Elo Data,
Eugène Kabongo,,2,No Elo Data,
Euller,,1,No Elo Data,
Euloge Placca Fessou,,2,No Elo Data,
Eulogio Martínez,,1,No Elo Data,
Eusebio Escobar,,1,No Elo Data,
Eustache Manglé,,1,No Elo Data,
Eustacio Rizo,,1,No Elo Data,
Eusébio,Portugal,7,55.5,62.0
Euzebiusz Smolarek,,8,No Elo Data,
Evagoras Christofi,,1,No Elo Data,
Evan Dimas,,1,No Elo Data,
Evan Ferguson,Republic of Ireland,4,No Elo Data,73.0
Evann Guessand,Ivory Coast,2,48.0,79.0
Evans Sakala,,1,No Elo Data,
Evaristo Coronado,,3,No Elo Data,
Evaristo de Macedo,,1,No Elo Data,
Ever Hernández,,1,No Elo Data,
Everald Cummings,,1,No Elo Data,
Everton Camargo,,1,No Elo Data,
Evgeny Boldygin,,1,No Elo Data,
Evidence Makgopa,,1,No Elo Data,
Ewald Hoeseb,,1,No Elo Data,
Eyal Berkovic,,3,No Elo Data,
Eyjólfur Sverrisson,,3,No Elo Data,
Ezechiel N'Douassel,,1,No Elo Data,
Ezequiel Lavezzi,,4,No Elo Data,
Ezgjan Alioski,North Macedonia,6,No Elo Data,68.0
Ezio Pascutti,,1,No Elo Data,
Ezoo El Maremi,,1,No Elo Data,
Ezzedine Chakroun,,4,No Elo Data,
Ezzeldin Osman,,1,No Elo Data,
Ezzewdin Bezan,,1,No Elo Data,
Fabian Johnson,,1,No Elo Data,
Fabian Schär,,4,No Elo Data,
Fabio Baudo Franco,,1,No Elo Data,
Fabio Cannavaro,,1,No Elo Data,
Fabio Capello,,1,No Elo Data,
Fabio Celestini,,1,No Elo Data,
Fabio D'Elia,,1,No Elo Data,
Fabio Grosso,,3,No Elo Data,
Fabio Quagliarella,,1,No Elo Data,
Fabián Estay,,1,No Elo Data,
Fabián Orellana,,1,No Elo Data,
Fabián Ruiz,Spain,2,81.0,85.0
Fabrice Do Marcolino,,1,No Elo Data,
Fabrice N'Guessi,,1,No Elo Data,
Fabrice Noël,,1,No Elo Data,
Fabrice Ondama,,2,No Elo Data,
Fabrice Reuperné,,1,No Elo Data,
Fabricio Coloccini,,1,No Elo Data,
Fabrizio Ravanelli,,4,No Elo Data,
Facundo Pellistri,Uruguay,1,-58.0,73.0
Fadel Keïta,,1,No Elo Data,
Fadi Alloush,,1,No Elo Data,
Fadi Lafi,,1,No Elo Data,
Fadil Vokrri,,2,No Elo Data,
Fahad Al Enezi,,1,No Elo Data,
Fahad Al Hajeri,,1,No Elo Data,
Fahad Al-Bishi,,2,No Elo Data,
Fahad Al-Mehallel,,4,No Elo Data,
Fahad Al-Musaibeah,,1,No Elo Data,
Fahad Al-Muwallad,,3,No Elo Data,
Fahad Al-Rashidi,,1,No Elo Data,
Fahad Bayo,,4,No Elo Data,
Fahad Khamees,,2,No Elo Data,
Fahad Khamis Mubarak,,1,No Elo Data,
Fahreddin Cansever,,1,No Elo Data,
Fahrudin Mustafić,,1,No Elo Data,
Faisal Agab,,1,No Elo Data,
Faisal Al Badri,,2,No Elo Data,
Faisal Al-Dakhil,,9,No Elo Data,
Faisal Antar,,1,No Elo Data,
Faisal Bangal,,1,No Elo Data,
Faisal Halim,,2,No Elo Data,
Faisal Khalil,,1,No Elo Data,
Fakhreddine Ben Youssef,,2,No Elo Data,
Falah Hassan,,1,No Elo Data,
Falimery Ramanamahefa,,2,No Elo Data,
Famara Diédhiou,Senegal,1,-53.0,66.0
Fan Zhiyi,,2,No Elo Data,
Fandi Ahmad,,3,No Elo Data,
Faneva Imà Andriatsima,,2,No Elo Data,
Fanny Hangunyu,,1,No Elo Data,
Fantamady Keita,,1,No Elo Data,
Faouzi Ghoulam,,1,No Elo Data,
Faouzi Mansouri,,1,No Elo Data,
Faouzi Mubarak Aaish,,1,No Elo Data,
Faouzi Rouissi,,1,No Elo Data,
Fares Aouni,,1,No Elo Data,
Fares Juma,,1,No Elo Data,
Farhad Majidi,,1,No Elo Data,
Farhod Tadjiyev,,1,No Elo Data,
Farid Ghazi,,1,No Elo Data,
Faris Ramli,,3,No Elo Data,
Faroug Jabra,,1,No Elo Data,
Farouk Gaafar,,2,No Elo Data,
Farouk Miya,,2,No Elo Data,
Farrukh Ismayilov,,2,No Elo Data,
Farshad Noor,,2,No Elo Data,
Farshad Pious,,3,No Elo Data,
Faruk Hadžibegić,,1,No Elo Data,
Farès Chaïbi,Algeria,1,19.0,74.0
Fashion Sakala,Zambia,2,No Elo Data,75.0
Fat'hi Kameel Fayaz Matar Marzouq,,2,No Elo Data,
Fatai Amoo,,1,No Elo Data,
Fathi Kameel,,2,No Elo Data,
Fatih Tekke,,2,No Elo Data,
Fatih Terim,,1,No Elo Data,
Fatkhullo Fatkhuloev,,1,No Elo Data,
Fatos Bećiraj,,4,No Elo Data,
Faustino Asprilla,,5,No Elo Data,
Fawzi Bashir,,1,No Elo Data,
Fawzi Bashir Doorbeen,,1,No Elo Data,
Fawzi Moussouni,,1,No Elo Data,
Federico Bernardeschi,Italy,1,No Elo Data,77.0
Federico Bikoro,,1,No Elo Data,
Federico Chiesa,Italy,1,No Elo Data,81.0
Federico Dimarco,Italy,2,No Elo Data,85.0
Federico Magallanes,,2,No Elo Data,
Federico Valverde,,1,No Elo Data,
Fedor Černych,,5,No Elo Data,
Feisal Salum,,2,No Elo Data,
Felipe Baloy,,2,No Elo Data,
Felipe Barahona,,1,No Elo Data,
Felipe Buffoni,,1,No Elo Data,
Felipe Caicedo,,8,No Elo Data,
Felipe Cata Edson,,1,No Elo Data,
Felipe Melo,,1,No Elo Data,
Felipe Ruvalcaba,,1,No Elo Data,
Felitciano Zschusschen,,1,No Elo Data,
Felix Aboagye,,1,No Elo Data,
Felix Horn Myhre,Norway,1,116.0,74.0
Felix Katongo,,1,No Elo Data,
Felix Magath,,1,No Elo Data,
Felix McDonald,,1,No Elo Data,
Felix Michel Melki,,1,No Elo Data,
Felix Owolabi,,2,No Elo Data,
Felix Tagawa,,2,No Elo Data,
Feng Ji-zhi,,1,No Elo Data,
Feras Esmaeel,,1,No Elo Data,
Feras Shelbaieh,,1,No Elo Data,
Ferdi Kadıoğlu,,1,No Elo Data,
Ferdinando Apap,,1,No Elo Data,
Ferdinando Riva,,1,No Elo Data,
Ferenc Bene,,11,No Elo Data,
Ferenc Horváth,,2,No Elo Data,
Ferenc Machos,,1,No Elo Data,
Ferenc Orosz,,1,No Elo Data,
Ferenc Puskás,,1,No Elo Data,
Ferenc Sipos,,1,No Elo Data,
Ferhat Saglam,,1,No Elo Data,
Ferjani Sassi,,2,No Elo Data,
Fernand Coulibaly,,1,No Elo Data,
Fernandinho,,2,No Elo Data,
Fernando Amorebieta,,1,No Elo Data,
Fernando Astengo,,1,No Elo Data,
Fernando Baldeón,,1,No Elo Data,
Fernando Couto,,2,No Elo Data,
Fernando Cáceres,,1,No Elo Data,
Fernando Francisco,,1,No Elo Data,
Fernando Gomes,,4,No Elo Data,
Fernando Hierro,,10,No Elo Data,
Fernando Jiménez,,1,No Elo Data,
Fernando Kanapkis,,3,No Elo Data,
Fernando Llorente,,2,No Elo Data,
Fernando Manuel Co,,1,No Elo Data,
Fernando Meira,,1,No Elo Data,
Fernando Morena,,3,No Elo Data,
Fernando Morientes,,4,No Elo Data,
Fernando Ochoaizpur,,1,No Elo Data,
Fernando Peres,,2,No Elo Data,
Fernando Quirarte,,2,No Elo Data,
Fernando Redondo,,1,No Elo Data,
Fernando Riera,,1,No Elo Data,
Fernando Saucedo,,1,No Elo Data,
Fernando Silva,Brazil,2,26.0,74.0
Fernando Torres,,8,No Elo Data,
Fernando Varela,,1,No Elo Data,
Fernando Vergara,,1,No Elo Data,
Fernando de Paz,,1,No Elo Data,
Ferran Torres,Spain,4,56.33,83.0
Ferydoon Zandi,,1,No Elo Data,
Fevzi Zemzem,,1,No Elo Data,
Feyyaz Uçar,,1,No Elo Data,
Fidel Escobar,,3,No Elo Data,
Fidel Martínez,,2,No Elo Data,
Filip Hološko,,1,No Elo Data,
Filip Kostić,Serbia,3,No Elo Data,81.0
Filip Đorđević,,1,No Elo Data,
Filip Đuričić,,1,No Elo Data,
Filip Šebo,,1,No Elo Data,
Filipe Duarte,,1,No Elo Data,
Filippo Inzaghi,,8,No Elo Data,
Finidi George,,2,No Elo Data,
Finn Azaz,,1,No Elo Data,
Finn Laudrup,,1,No Elo Data,
Finn Seemann,,1,No Elo Data,
Finn Surman,New Zealand,1,58.0,68.0
Firas Al-Buraikan,,5,No Elo Data,
Firas Al-Khatib,,3,No Elo Data,
Firas Chaouat,,1,No Elo Data,
Firas Issmael,,1,No Elo Data,
Firmin Ndombe Mubele,,3,No Elo Data,
Fisayo Dele-Bashiru,,1,No Elo Data,
Fisnik Asllani,Kosovo,3,No Elo Data,73.0
Fiston Abdul Razak,,3,No Elo Data,
Fiston Mayele,,2,No Elo Data,
Fivos Vrahimis,,1,No Elo Data,
Flavio Maestri,,2,No Elo Data,
Flemming Povlsen,,5,No Elo Data,
Fleury Di Nallo,,2,No Elo Data,
Florea Dumitrache,,6,No Elo Data,
Florea Văetuș,,1,No Elo Data,
Florencio Amarilla,,2,No Elo Data,
Florent Hadergjonaj,Kosovo,1,No Elo Data,69.0
Florent Malouda,,3,No Elo Data,
Florent Muslija,Kosovo,3,No Elo Data,71.0
Florent Rouamba,,1,No Elo Data,
Florentin Petre,,2,No Elo Data,
Florian Kainz,Austria,1,84.0,74.0
Florian Myrtaj,,1,No Elo Data,
Florian Wirtz,,2,No Elo Data,
Florin Cernat,,1,No Elo Data,
Florin Răducioiu,,10,No Elo Data,
Florin Tănase,,2,No Elo Data,
Floros Nicolaou,,1,No Elo Data,
Floyd Ayité,,1,No Elo Data,
Flávio Amado,,7,No Elo Data,
Flávio Minuano,,3,No Elo Data,
Flórián Albert,,6,No Elo Data,
Fodé Camara,,4,No Elo Data,
Fodé Mansaré,,1,No Elo Data,
Folarin Balogun,,1,No Elo Data,
Fortunato Castillo,,2,No Elo Data,
Fotis Ioannidis,Greece,2,No Elo Data,77.0
Fouad Bushegir,,1,No Elo Data,
Foxi Kéthévoama,,1,No Elo Data,
Foysal Ahmed Fahim,,1,No Elo Data,
Fran,,1,No Elo Data,
Fran Núñez,,1,No Elo Data,
Francesco Acerbi,Italy,1,No Elo Data,84.0
Francesco Graziani,,3,No Elo Data,
Francesco Totti,,5,No Elo Data,
Francileudo Santos,,7,No Elo Data,
Francis Dupont,,1,No Elo Data,
Francis Kasonde,,1,No Elo Data,
Francis Krupšs,,1,No Elo Data,
Francis Lee,,1,No Elo Data,
Francis N'Ganga,,2,No Elo Data,
Francis Niakuam,,1,No Elo Data,
Francis Oumar,,2,No Elo Data,
Francis Were,,1,No Elo Data,
Francisco Arce,,1,No Elo Data,
Francisco Calvo,,3,No Elo Data,
Francisco Conceição,Portugal,2,-28.0,79.0
Francisco Flores,,2,No Elo Data,
Francisco Fonseca,,3,No Elo Data,
Francisco Gento,,1,No Elo Data,
Francisco González,Argentina,1,-25.0,73.0
Francisco Higuera,,1,No Elo Data,
Francisco Javier Cruz,,1,No Elo Data,
Francisco José Carrasco,,2,No Elo Data,
Francisco Mancilla,,1,No Elo Data,
Francisco Molina,,2,No Elo Data,
Francisco Palencia,,2,No Elo Data,
Francisco Piedra,,1,No Elo Data,
Francisco Ramírez,,1,No Elo Data,
Francisco Trincão,,1,No Elo Data,
Francisco Uribe,,2,No Elo Data,
Francisco Valdés,,1,No Elo Data,
Francisco Varallo,,1,No Elo Data,
Franck Kessié,,5,No Elo Data,
Franck Ribéry,,7,No Elo Data,
Franck Sauzée,,3,No Elo Data,
Franco Navarro,,4,No Elo Data,
Franco Paonessa,,1,No Elo Data,
Francois Sakama,,1,No Elo Data,
Frane Matošić,,1,No Elo Data,
Frank Arnesen,,4,No Elo Data,
Frank Fabra,,2,No Elo Data,
Frank Feltscher,,1,No Elo Data,
Frank Ghent,,1,No Elo Data,
Frank Klopas,,1,No Elo Data,
Frank Lampard,,8,No Elo Data,
Frank Leboeuf,,1,No Elo Data,
Frank Magri,,1,No Elo Data,
Frank O'Neill,,1,No Elo Data,
Frank Odoi,,1,No Elo Data,
Frank Pingel,,1,No Elo Data,
Frank Rijkaard,,2,No Elo Data,
Frank Sinalo,,1,No Elo Data,
Frank Stapleton,,9,No Elo Data,
Frank Sturing,,1,No Elo Data,
Frank de Boer,,2,No Elo Data,
Frankie Hejduk,,3,No Elo Data,
Frankie Oviedo,,2,No Elo Data,
Franklin Salas,,2,No Elo Data,
Franklin Williams,,1,No Elo Data,
Franky Vercauteren,,3,No Elo Data,
Frans Janssens,,1,No Elo Data,
František Knebort,,1,No Elo Data,
František Pelcner,,1,No Elo Data,
František Svoboda,,1,No Elo Data,
František Veselý,,1,No Elo Data,
František Vlk,,1,No Elo Data,
František Šafránek,,1,No Elo Data,
Frantz Mathieu,,1,No Elo Data,
Frantzdy Pierrot,Haiti,4,3.0,72.0
Franz Binder,,1,No Elo Data,
Franz Burgmeier,,1,No Elo Data,
Franz Schiemer,,2,No Elo Data,
François Amégasse,,1,No Elo Data,
François Heutte,,1,No Elo Data,
François Kamano,,1,No Elo Data,
François N'Doumbé,,1,No Elo Data,
François Omam-Biyik,,6,No Elo Data,
François Tahi,,1,No Elo Data,
François Van der Elst,,7,No Elo Data,
François de Vries,,1,No Elo Data,
Frazer Kamwandi,,1,No Elo Data,
Fred,Brazil,2,20.0,80.0
Freddie Ljungberg,,7,No Elo Data,
Freddy,Sweden,1,68.0,62.0
Freddy Adu,,1,No Elo Data,
Freddy Eastwood,,1,No Elo Data,
Freddy Fernández,,1,No Elo Data,
Freddy García,,2,No Elo Data,
Freddy Grisales,,2,No Elo Data,
Freddy Góndola,,1,No Elo Data,
Freddy Rincón,,7,No Elo Data,
Frederic Remi,,1,No Elo Data,
Frederick Gomez,,1,No Elo Data,
Frederico Rosa,,2,No Elo Data,
Fredi Bobić,,1,No Elo Data,
Fredrik Jensen,Finland,4,No Elo Data,72.0
Fredrik Strømstad,,1,No Elo Data,
Fredy,,2,No Elo Data,
Fredy Bareiro,,1,No Elo Data,
Fredy Thompson,,1,No Elo Data,
Frenkie de Jong,Netherlands,1,32.0,87.0
Fricis Dambrēvics,,1,No Elo Data,
Fricis Kaņeps,,2,No Elo Data,
Frickson Erazo,,1,No Elo Data,
Friedrich Karm,,2,No Elo Data,
Friedrich Scherfke,,1,No Elo Data,
Friso Mando,,1,No Elo Data,
Fritz Künzli,,4,No Elo Data,
Fritz Walter,,1,No Elo Data,
Frode Johnsen,,1,No Elo Data,
Froylán Ledezma,,2,No Elo Data,
Frédéric Kanouté,,10,No Elo Data,
Fróði Benjaminsen,,2,No Elo Data,
Fuad Abou Shaqr,,1,No Elo Data,
Fuad Anwar,,1,No Elo Data,
Fulgencio Berdugo,,1,No Elo Data,
Fulvio Collovati,,2,No Elo Data,
Fung Hing Wa,,1,No Elo Data,
Fyodor Cherenkov,,2,No Elo Data,
Fyodor Kudryashov,,1,No Elo Data,
Fyodor Smolov,,1,No Elo Data,
Fábio Abreu,Angola,1,No Elo Data,74.0
Fábio Coentrão,,2,No Elo Data,
Fábio César Montezine,,1,No Elo Data,
Fábio Lima,,2,No Elo Data,
Félix Castillo,,1,No Elo Data,
Félix Guerra,,1,No Elo Data,
Félix Lasso,,1,No Elo Data,
Félix Ricardo Torres,,1,No Elo Data,
Félix Torres,,4,No Elo Data,
G'Vaune Amory,,1,No Elo Data,
Gabadinho Mhango,,3,No Elo Data,
Gabi Kanichowsky,,1,No Elo Data,
Gabino Sosa,,2,No Elo Data,
Gabriel Achilier,,1,No Elo Data,
Gabriel Barbosa,Brazil,1,14.0,64.0
Gabriel Batistuta,,16,No Elo Data,
Gabriel Cichero,Venezuela,1,No Elo Data,56.0
Gabriel Dadzie,,1,No Elo Data,
Gabriel Enrique Gómez,,2,No Elo Data,
Gabriel Gnimassou,,1,No Elo Data,
Gabriel González,Paraguay,1,54.0,73.0
Gabriel Heinze,,2,No Elo Data,
Gabriel Jaime Gómez Jaramillo,,1,No Elo Data,
Gabriel Jesus,Brazil,4,-3.0,80.0
Gabriel Martinelli,Brazil,1,6.0,81.0
Gabriel Mercado,,2,No Elo Data,
Gabriel Michel,,1,No Elo Data,
Gabriel Milito,,1,No Elo Data,
Gabriel Miranda,Portugal,1,-2.0,62.0
Gabriel Tamaş,,1,No Elo Data,
Gabriel Torje,,3,No Elo Data,
Gabriel Torres,Argentina,10,2.5,72.0
Gabriel Urdaneta,,1,No Elo Data,
Gabriel Wajoka,,2,No Elo Data,
Gabriel Ávalos,Paraguay,1,-40.0,75.0
Gafurzhan Suyumbayev,,1,No Elo Data,
Gagny Coulibaly,,1,No Elo Data,
Gaizka Mendieta,,2,No Elo Data,
Gaku Shibasaki,,1,No Elo Data,
Galabgwe Moyana,,1,No Elo Data,
Galimzyan Khusainov,,2,No Elo Data,
Galymzhan Kenzhebek,,1,No Elo Data,
Gamal Abdelhamid,,1,No Elo Data,
Gao Feng,,1,No Elo Data,
Gao Hongbo,,3,No Elo Data,
Gao Lin,,3,No Elo Data,
Gao Sheng,,1,No Elo Data,
Gape Mohutsiwa,,2,No Elo Data,
Garath McCleary,,1,No Elo Data,
Garba Lawal,,3,No Elo Data,
Garba Okoye,,1,No Elo Data,
Gareth Bale,,15,No Elo Data,
Gareth Barry,,1,No Elo Data,
Gareth McAuley,,7,No Elo Data,
Garfield Gonsalves,,1,No Elo Data,
Garnik Avalyan,,1,No Elo Data,
Garra Dembélé,,1,No Elo Data,
Garrincha,,1,No Elo Data,
Garry Rodrigues,,4,No Elo Data,
Gary Cahill,,1,No Elo Data,
Gary Caldwell,,1,No Elo Data,
Gary Cole,,1,No Elo Data,
Gary Doherty,,2,No Elo Data,
Gary Gillespie,,1,No Elo Data,
Gary Lineker,,10,No Elo Data,
Gary Mabbutt,,1,No Elo Data,
Gary Mackay,,1,No Elo Data,
Gary McAllister,,1,No Elo Data,
Gary Medel,,2,No Elo Data,
Gary Ngassebe,,1,No Elo Data,
Gary Speed,,2,No Elo Data,
Gary Waddock,,1,No Elo Data,
Garðar Árnason,,1,No Elo Data,
Gaston Taument,,1,No Elo Data,
Gastón Giménez,,1,No Elo Data,
Gastón Pereiro,,1,No Elo Data,
Gavi,Spain,3,-1.5,83.0
Gavin Whyte,Northern Ireland,2,No Elo Data,61.0
Gavril Balint,,3,No Elo Data,
Gayson Gregory,,2,No Elo Data,
Gaël Kakuta,,1,No Elo Data,
Gedo,,2,No Elo Data,
Geir Frigård,,1,No Elo Data,
Gelson Dala,,3,No Elo Data,
Gelson Fernandes,,1,No Elo Data,
Genar Andrinúa,,1,No Elo Data,
Genki Haraguchi,,2,No Elo Data,
Gennadi Bliznyuk,,1,No Elo Data,
Gennadi Gusarov,,1,No Elo Data,
Geny Catamo,Mozambique,2,No Elo Data,78.0
Geoff Aunger,,1,No Elo Data,
Geoff Hurst,,7,No Elo Data,
Geoffrey Kondogbia,,1,No Elo Data,
Geoffrey Sserunkuma,,1,No Elo Data,
Geofrey Massa,,3,No Elo Data,
Geofrey Munshya,,1,No Elo Data,
Georg Siimenson,,2,No Elo Data,
George Alhassan,,2,No Elo Data,
George Best,,2,No Elo Data,
George Borba,,1,No Elo Data,
George Cabrera,,1,No Elo Data,
George Cummins,,2,No Elo Data,
George Dangler,,1,No Elo Data,
George Dublin,,1,No Elo Data,
George Kiriau,,1,No Elo Data,
George Ngoma Nanitelamio,,1,No Elo Data,
George Onyango,,1,No Elo Data,
George Pakos,,1,No Elo Data,
George Pușcaș,,5,No Elo Data,
George Weah,,4,No Elo Data,
George Țucudean,,2,No Elo Data,
Georges Aeby,,1,No Elo Data,
Georges Bereta,,1,No Elo Data,
Georges Bregy,,1,No Elo Data,
Georges Gope-Fenepej,,3,No Elo Data,
Georges Grün,,2,No Elo Data,
Georges Lech,,2,No Elo Data,
Georges Mikautadze,Georgia,3,No Elo Data,77.0
Georges Vuilleumier,,1,No Elo Data,
Georgi Asparuhov,,6,No Elo Data,
Georgi Chilikov,,1,No Elo Data,
Georgi Denev,,1,No Elo Data,
Georgi Dimitrov,,3,No Elo Data,
Georgi Iliev,,1,No Elo Data,
Georgi Ivanov,,2,No Elo Data,
Georgi Kinkladze,,1,No Elo Data,
Georgi Kondratiev,,1,No Elo Data,
Georgi Markov,,1,No Elo Data,
Georgi Milanov,Bulgaria,1,No Elo Data,66.0
Georgi Minoungou,Ivory Coast,1,48.0,62.0
Georgi Panchediev,,1,No Elo Data,
Georgi Rusev,,2,No Elo Data,
Georgi Slavkov,,2,No Elo Data,
Georginio Wijnaldum,,7,No Elo Data,
Georgios Delikaris,,1,No Elo Data,
Georgios Efrem,,1,No Elo Data,
Georgios Fotakis,,1,No Elo Data,
Georgios Georgiadis,,1,No Elo Data,
Georgios Kostikos,,1,No Elo Data,
Georgios Samaras,,4,No Elo Data,
Georgios Tzavellas,,1,No Elo Data,
Georgy Arutyunyan,,1,No Elo Data,
Gerald Delmas,,1,No Elo Data,
Gerald Díaz,,1,No Elo Data,
Gerald Phiri Jr.,,1,No Elo Data,
Gerald Quennet,,1,No Elo Data,
Gerald Vanenburg,,1,No Elo Data,
Geraldo José da Silva,,1,No Elo Data,
Gerard Cieślik,,1,No Elo Data,
Gerard López,,1,No Elo Data,
Gerard Moreno,Spain,1,22.0,81.0
Gerard Piqué,,4,No Elo Data,
Gerard Williams,,1,No Elo Data,
Gerardo Arce,,1,No Elo Data,
Gerardo Arteaga,,1,No Elo Data,
Gerardo Bedoya,,2,No Elo Data,
Gerardo Gordillo,,1,No Elo Data,
Gerardo Rivas,,2,No Elo Data,
Gerardo Torrado,,4,No Elo Data,
Gerd Kische,,1,No Elo Data,
Gerd Müller,,20,No Elo Data,
Gerd Weber,,2,No Elo Data,
Geremi,,2,No Elo Data,
Geremi Njitap,,3,No Elo Data,
Geremy Lombardi,,1,No Elo Data,
Gergely Rudolf,,4,No Elo Data,
Gergő Lovrencsics,,1,No Elo Data,
Gerhard Hanappi,,1,No Elo Data,
Gerhard Körner,,1,No Elo Data,
Gerhard Siedl,,1,No Elo Data,
Gerhard Strack,,1,No Elo Data,
Gerhard Vogt,,1,No Elo Data,
Germaine van Dijk,,1,No Elo Data,
Germán Aceros,,1,No Elo Data,
Germán Carty,,2,No Elo Data,
Germán Leguía,,1,No Elo Data,
Gerry Armstrong,,7,No Elo Data,
Gerry Baker,,1,No Elo Data,
Gerry Browne,,1,No Elo Data,
Gerry Daly,,4,No Elo Data,
Gerry Hitchens,,1,No Elo Data,
Gerson,Brazil,1,-15.0,78.0
Gerson Mayen,,2,No Elo Data,
Gerson Rodrigues,,11,No Elo Data,
Gerson Tinoco,,1,No Elo Data,
Gerson Torres,,1,No Elo Data,
Gert Dörfel,,2,No Elo Data,
Gert Verheyen,,3,No Elo Data,
Gervane Kastaneer,,2,No Elo Data,
Gervatius Uri Khob,,2,No Elo Data,
Gervinho,,7,No Elo Data,
Gerónimo Barbadillo,,1,No Elo Data,
Getaneh Kebede,,6,No Elo Data,
Getsel Montes,,1,No Elo Data,
Gevorg Ghazaryan,,6,No Elo Data,
Ghafour Jahani,,3,No Elo Data,
Ghailene Chaalali,,1,No Elo Data,
Ghanem Al-Hajri,,1,No Elo Data,
Ghanem Sultan,,1,No Elo Data,
Gharib Amzine,,1,No Elo Data,
Gheorghe Boghiu,,1,No Elo Data,
Gheorghe Grozav,,1,No Elo Data,
Gheorghe Hagi,,9,No Elo Data,
Gheorghe Mulţescu,,1,No Elo Data,
Gheorghe Popescu,,5,No Elo Data,
Ghislain Konan,,1,No Elo Data,
Gholam Ali,,1,No Elo Data,
Gholam Hossein Mazloumi,,1,No Elo Data,
Gholam Vafakhah,,1,No Elo Data,
Gholamreza Rezaei,,2,No Elo Data,
Giacinto Facchetti,,1,No Elo Data,
Giacomo Bonaventura,,1,No Elo Data,
Giacomo Raspadori,Italy,4,No Elo Data,78.0
Giampaolo Pazzini,,1,No Elo Data,
Giampiero Boniperti,,1,No Elo Data,
Giancarlo Antognoni,,2,No Elo Data,
Giancarlo De Sisti,,2,No Elo Data,
Giancarlo Maldonado,,4,No Elo Data,
Gianfranco Zola,,3,No Elo Data,
Gianluca Lapadula,Peru,3,No Elo Data,71.0
Gianluca Mancini,Italy,1,No Elo Data,83.0
Gianluca Vialli,,5,No Elo Data,
Gianluca Zambrotta,,1,No Elo Data,
Gianni Rivera,,5,No Elo Data,
Giannis Konstantelias,Greece,1,No Elo Data,77.0
Gianpetro Zappa,,1,No Elo Data,
Gibby Mbasela,,1,No Elo Data,
Gideon Omokirio,,2,No Elo Data,
Gidi Damti,,2,No Elo Data,
Giedrius Arlauskis,,1,No Elo Data,
Giedrius Matulevicius,,1,No Elo Data,
